[ [ 301 577 458  ] [ 602 389  ] [ 180  ] [ 726  ] [ 769 104  ] [ 539 136  ] [ 287 614  ] [ 565 126 559  ] [ 226 104 388  ] [ 235 442 421 517  ] [ 375  ] [ 607  ] [ 553 523  ] [ 209  ] [ 412 236  ] [ 521  ] [ 316 388  ] [ 542 681 227 530  ] [ 578 401 385 102  ] [ 573 687 767 347 545  ]  ] 
[ [ 555 707 176  ] [ 128 678  ] [ 641  ] [ 396  ] [ 624 122  ] [ 493 796  ] [ 274 342  ] [ 797 482 101  ] [ 280 618 601  ] [ 202 686 260 425  ] [ 467  ] [ 104  ] [ 496 414  ] [ 685  ] [ 198 768  ] [ 793  ] [ 452 416  ] [ 722 624 571 567  ] [ 518 436 746 223  ] [ 403 130 598 644 410  ]  ] 
[ [ 721 469 247  ] [ 388 620  ] [ 644  ] [ 372  ] [ 742 622  ] [ 562 682  ] [ 557 459  ] [ 156 532 737  ] [ 597 665 248  ] [ 427 317 561 712  ] [ 265  ] [ 410  ] [ 335 539  ] [ 546  ] [ 158 404  ] [ 514  ] [ 108 702  ] [ 535 789 219 712  ] [ 789 741 217 228  ] [ 316 613 130 505 118  ]  ] 
[ [ 738 499 795  ] [ 756 749  ] [ 244  ] [ 572  ] [ 717 361  ] [ 776 285  ] [ 218 179  ] [ 109 536 437  ] [ 108 790 596  ] [ 232 247 451 606  ] [ 609  ] [ 389  ] [ 648 452  ] [ 153  ] [ 182 799  ] [ 202  ] [ 574 588  ] [ 313 526 703 432  ] [ 350 177 760 157  ] [ 531 421 528 623 569  ]  ] 
[ [ 195 345 529  ] [ 441 288  ] [ 576  ] [ 344  ] [ 519 530  ] [ 763 674  ] [ 260 601  ] [ 516 628 506  ] [ 584 657 533  ] [ 360 791 488 672  ] [ 284  ] [ 164  ] [ 169 754  ] [ 476  ] [ 148 773  ] [ 130  ] [ 409 680  ] [ 627 550 328 134  ] [ 338 350 199 615  ] [ 480 473 721 181 530  ]  ] 
] 
[ [ [ 753 277 795  ] [ 562 758  ] [ 264  ] [ 422  ] [ 447 239  ] [ 151 736  ] [ 253 393  ] [ 384 392 340  ] [ 241 535 298  ] [ 756 367 772 301  ] [ 487  ] [ 554  ] [ 525 250  ] [ 615  ] [ 797 758  ] [ 321  ] [ 531 434  ] [ 588 509 602 570  ] [ 600 370 737 721  ] [ 643 669 532 205 658  ]  ] 
[ [ 445 442 259  ] [ 557 578  ] [ 591  ] [ 707  ] [ 481 450  ] [ 174 771  ] [ 507 570  ] [ 573 504 680  ] [ 416 194 510  ] [ 776 523 753 330  ] [ 305  ] [ 608  ] [ 262 687  ] [ 511  ] [ 313 698  ] [ 551  ] [ 620 521  ] [ 494 786 295 588  ] [ 433 639 734 609  ] [ 401 723 473 632 378  ]  ] 
[ [ 743 510 752  ] [ 140 218  ] [ 221  ] [ 364  ] [ 331 554  ] [ 543 291  ] [ 114 173  ] [ 228 361 758  ] [ 254 387 629  ] [ 441 771 434 727  ] [ 658  ] [ 618  ] [ 596 413  ] [ 137  ] [ 719 725  ] [ 224  ] [ 773 597  ] [ 173 589 196 718  ] [ 482 202 567 781  ] [ 605 276 720 279 570  ]  ] 
[ [ 584 424 412  ] [ 338 628  ] [ 195  ] [ 429  ] [ 446 472  ] [ 141 373  ] [ 627 667  ] [ 405 230 288  ] [ 525 715 199  ] [ 565 417 167 625  ] [ 748  ] [ 630  ] [ 313 248  ] [ 792  ] [ 467 520  ] [ 580  ] [ 508 772  ] [ 186 506 658 360  ] [ 451 554 722 479  ] [ 383 568 118 407 623  ]  ] 
[ [ 377 249 180  ] [ 256 501  ] [ 161  ] [ 286  ] [ 425 588  ] [ 167 155  ] [ 338 422  ] [ 244 155 132  ] [ 597 527 698  ] [ 617 743 395 174  ] [ 746  ] [ 366  ] [ 179 767  ] [ 295  ] [ 519 425  ] [ 180  ] [ 267 635  ] [ 234 537 151 558  ] [ 366 164 409 690  ] [ 158 102 506 365 292  ]  ] 
[ [ 133 246 477  ] [ 774 229  ] [ 428  ] [ 733  ] [ 212 257  ] [ 500 411  ] [ 505 649  ] [ 647 328 790  ] [ 647 199 301  ] [ 116 303 225 787  ] [ 340  ] [ 692  ] [ 636 632  ] [ 766  ] [ 783 253  ] [ 282  ] [ 268 521  ] [ 178 745 710 610  ] [ 745 657 522 470  ] [ 496 410 491 276 140  ]  ] 
] 
[ [ [ 234 739 123  ] [ 680 571  ] [ 774  ] [ 651  ] [ 453 263  ] [ 322 598  ] [ 725 738  ] [ 551 569 134  ] [ 468 234 306  ] [ 137 565 591 513  ] [ 345  ] [ 421  ] [ 780 245  ] [ 747  ] [ 358 570  ] [ 553  ] [ 425 107  ] [ 277 409 593 177  ] [ 121 252 744 604  ] [ 493 389 238 447 168  ]  ] 
[ [ 785 430 121  ] [ 604 333  ] [ 699  ] [ 152  ] [ 128 589  ] [ 595 597  ] [ 527 257  ] [ 161 485 449  ] [ 104 392 336  ] [ 719 665 184 494  ] [ 485  ] [ 703  ] [ 514 599  ] [ 356  ] [ 791 520  ] [ 588  ] [ 390 318  ] [ 120 317 114 269  ] [ 496 515 262 787  ] [ 180 457 159 151 417  ]  ] 
[ [ 176 133 464  ] [ 226 645  ] [ 606  ] [ 302  ] [ 634 798  ] [ 569 540  ] [ 522 663  ] [ 444 209 722  ] [ 513 740 377  ] [ 557 658 761 787  ] [ 423  ] [ 705  ] [ 133 291  ] [ 608  ] [ 336 704  ] [ 774  ] [ 263 722  ] [ 586 326 314 197  ] [ 661 241 550 163  ] [ 358 342 637 794 317  ]  ] 
[ [ 553 718 385  ] [ 511 122  ] [ 469  ] [ 210  ] [ 697 487  ] [ 248 163  ] [ 236 208  ] [ 402 535 105  ] [ 791 625 600  ] [ 627 442 625 204  ] [ 633  ] [ 125  ] [ 113 275  ] [ 791  ] [ 662 591  ] [ 444  ] [ 282 363  ] [ 396 189 671 461  ] [ 315 229 342 252  ] [ 645 457 720 482 503  ]  ] 
[ [ 469 286 182  ] [ 313 158  ] [ 717  ] [ 559  ] [ 698 488  ] [ 374 263  ] [ 723 106  ] [ 557 112 467  ] [ 610 384 459  ] [ 106 600 239 244  ] [ 352  ] [ 676  ] [ 163 767  ] [ 632  ] [ 702 660  ] [ 407  ] [ 575 539  ] [ 348 582 419 467  ] [ 324 294 195 271  ] [ 256 351 787 421 440  ]  ] 
[ [ 763 742 728  ] [ 647 252  ] [ 622  ] [ 763  ] [ 736 446  ] [ 619 575  ] [ 749 680  ] [ 569 415 237  ] [ 113 373 109  ] [ 511 520 593 480  ] [ 443  ] [ 586  ] [ 757 569  ] [ 530  ] [ 300 742  ] [ 104  ] [ 583 712  ] [ 779 690 230 611  ] [ 112 486 229 673  ] [ 785 633 571 646 133  ]  ] 
[ [ 424 239 705  ] [ 694 150  ] [ 347  ] [ 368  ] [ 460 309  ] [ 283 356  ] [ 339 499  ] [ 208 288 256  ] [ 255 411 254  ] [ 407 707 702 247  ] [ 785  ] [ 192  ] [ 355 774  ] [ 302  ] [ 391 638  ] [ 778  ] [ 684 288  ] [ 753 226 405 691  ] [ 579 149 335 465  ] [ 711 624 647 197 516  ]  ] 
[ [ 196 432 685  ] [ 472 523  ] [ 498  ] [ 604  ] [ 674 513  ] [ 785 302  ] [ 442 533  ] [ 121 217 721  ] [ 199 214 476  ] [ 200 625 423 188  ] [ 600  ] [ 580  ] [ 552 652  ] [ 164  ] [ 753 178  ] [ 703  ] [ 680 654  ] [ 634 438 485 788  ] [ 148 364 339 557  ] [ 400 348 102 285 187  ]  ] 
[ [ 570 190 230  ] [ 598 375  ] [ 704  ] [ 237  ] [ 272 352  ] [ 497 648  ] [ 212 484  ] [ 422 488 703  ] [ 504 608 638  ] [ 128 420 259 524  ] [ 343  ] [ 292  ] [ 593 794  ] [ 485  ] [ 529 186  ] [ 203  ] [ 620 483  ] [ 307 611 400 243  ] [ 140 127 675 548  ] [ 747 618 278 507 188  ]  ] 
[ [ 777 775 701  ] [ 317 196  ] [ 456  ] [ 732  ] [ 554 129  ] [ 522 632  ] [ 435 393  ] [ 712 662 402  ] [ 530 683 248  ] [ 300 417 618 477  ] [ 749  ] [ 603  ] [ 557 139  ] [ 758  ] [ 750 659  ] [ 137  ] [ 639 527  ] [ 129 561 767 623  ] [ 766 677 785 267  ] [ 607 311 674 122 659  ]  ] 
[ [ 350 287 395  ] [ 593 612  ] [ 622  ] [ 753  ] [ 358 604  ] [ 742 725  ] [ 745 662  ] [ 737 120 279  ] [ 316 783 702  ] [ 175 417 381 660  ] [ 480  ] [ 729  ] [ 512 267  ] [ 291  ] [ 230 458  ] [ 700  ] [ 715 322  ] [ 305 161 258 400  ] [ 249 539 592 722  ] [ 344 192 500 549 677  ]  ] 
[ [ 711 321 662  ] [ 739 272  ] [ 618  ] [ 156  ] [ 100 790  ] [ 168 605  ] [ 357 241  ] [ 542 680 234  ] [ 276 423 610  ] [ 492 622 125 287  ] [ 320  ] [ 342  ] [ 430 167  ] [ 627  ] [ 692 594  ] [ 479  ] [ 777 619  ] [ 238 503 708 411  ] [ 733 676 616 366  ] [ 250 160 426 201 127  ]  ] 
[ [ 662 275 461  ] [ 553 469  ] [ 231  ] [ 432  ] [ 578 286  ] [ 208 131  ] [ 333 228  ] [ 130 198 615  ] [ 373 414 717  ] [ 369 764 581 680  ] [ 350  ] [ 255  ] [ 316 280  ] [ 611  ] [ 635 699  ] [ 702  ] [ 182 676  ] [ 760 720 606 744  ] [ 323 463 367 401  ] [ 229 625 420 629 166  ]  ] 
[ [ 750 174 619  ] [ 344 581  ] [ 767  ] [ 413  ] [ 295 106  ] [ 653 437  ] [ 389 467  ] [ 559 730 234  ] [ 392 113 166  ] [ 166 585 725 243  ] [ 583  ] [ 676  ] [ 486 591  ] [ 342  ] [ 485 405  ] [ 434  ] [ 358 424  ] [ 579 144 531 727  ] [ 148 525 554 134  ] [ 656 231 439 556 221  ]  ] 
[ [ 724 420 781  ] [ 438 479  ] [ 233  ] [ 571  ] [ 671 489  ] [ 740 591  ] [ 615 349  ] [ 292 387 625  ] [ 602 584 735  ] [ 124 765 690 166  ] [ 239  ] [ 657  ] [ 517 335  ] [ 165  ] [ 757 713  ] [ 582  ] [ 186 122  ] [ 160 451 169 347  ] [ 624 515 656 471  ] [ 454 283 584 383 422  ]  ] 
] 
[ [ [ 774 355 558  ] [ 481 388  ] [ 122  ] [ 433  ] [ 537 118  ] [ 701 489  ] [ 793 279  ] [ 720 526 656  ] [ 678 358 204  ] [ 108 362 527 263  ] [ 624  ] [ 168  ] [ 299 616  ] [ 348  ] [ 537 591  ] [ 776  ] [ 797 775  ] [ 764 425 772 106  ] [ 340 309 501 397  ] [ 262 564 198 367 206  ]  ] 
[ [ 319 299 160  ] [ 736 589  ] [ 117  ] [ 791  ] [ 140 287  ] [ 569 504  ] [ 333 721  ] [ 739 509 224  ] [ 192 785 170  ] [ 599 228 379 202  ] [ 600  ] [ 641  ] [ 310 181  ] [ 753  ] [ 663 131  ] [ 134  ] [ 651 336  ] [ 687 580 289 618  ] [ 150 254 448 451  ] [ 362 792 630 138 702  ]  ] 
[ [ 510 676 413  ] [ 565 726  ] [ 466  ] [ 499  ] [ 591 432  ] [ 671 152  ] [ 664 534  ] [ 623 618 409  ] [ 250 663 492  ] [ 260 749 761 342  ] [ 264  ] [ 619  ] [ 370 134  ] [ 648  ] [ 231 489  ] [ 190  ] [ 683 449  ] [ 731 317 730 208  ] [ 746 245 799 591  ] [ 276 399 650 114 296  ]  ] 
[ [ 160 459 560  ] [ 565 204  ] [ 285  ] [ 567  ] [ 475 674  ] [ 139 505  ] [ 327 401  ] [ 186 543 487  ] [ 390 571 225  ] [ 396 285 520 423  ] [ 298  ] [ 191  ] [ 332 448  ] [ 488  ] [ 790 253  ] [ 346  ] [ 263 210  ] [ 434 343 297 463  ] [ 375 719 656 558  ] [ 626 533 542 743 753  ]  ] 
[ [ 528 435 110  ] [ 749 712  ] [ 436  ] [ 516  ] [ 146 364  ] [ 444 364  ] [ 325 110  ] [ 315 308 432  ] [ 517 768 547  ] [ 382 136 277 778  ] [ 646  ] [ 217  ] [ 159 541  ] [ 770  ] [ 178 788  ] [ 153  ] [ 301 448  ] [ 210 289 787 267  ] [ 755 699 445 131  ] [ 153 217 124 735 176  ]  ] 
[ [ 614 260 677  ] [ 617 628  ] [ 279  ] [ 578  ] [ 527 441  ] [ 597 433  ] [ 529 268  ] [ 130 509 256  ] [ 731 521 693  ] [ 192 680 717 789  ] [ 520  ] [ 505  ] [ 344 631  ] [ 352  ] [ 642 382  ] [ 220  ] [ 608 387  ] [ 273 551 644 285  ] [ 431 782 367 291  ] [ 312 222 594 787 415  ]  ] 
[ [ 265 392 432  ] [ 538 343  ] [ 100  ] [ 170  ] [ 757 312  ] [ 764 187  ] [ 733 701  ] [ 430 302 642  ] [ 388 215 756  ] [ 138 118 289 709  ] [ 677  ] [ 784  ] [ 514 501  ] [ 757  ] [ 217 745  ] [ 505  ] [ 485 316  ] [ 669 313 196 663  ] [ 575 768 153 172  ] [ 382 449 693 321 678  ]  ] 
[ [ 738 498 405  ] [ 504 569  ] [ 380  ] [ 603  ] [ 505 329  ] [ 767 172  ] [ 288 467  ] [ 394 429 471  ] [ 527 616 267  ] [ 470 733 766 537  ] [ 385  ] [ 638  ] [ 425 395  ] [ 424  ] [ 563 355  ] [ 306  ] [ 666 766  ] [ 658 783 660 589  ] [ 518 326 192 676  ] [ 494 461 397 776 520  ]  ] 
[ [ 723 399 592  ] [ 623 537  ] [ 473  ] [ 549  ] [ 581 741  ] [ 425 411  ] [ 302 474  ] [ 287 264 153  ] [ 701 659 105  ] [ 448 536 750 245  ] [ 717  ] [ 666  ] [ 186 423  ] [ 642  ] [ 603 372  ] [ 165  ] [ 406 747  ] [ 362 473 398 252  ] [ 255 273 596 338  ] [ 760 104 376 536 110  ]  ] 
[ [ 500 407 149  ] [ 168 216  ] [ 766  ] [ 150  ] [ 227 409  ] [ 457 196  ] [ 226 138  ] [ 142 140 517  ] [ 757 701 116  ] [ 360 798 666 737  ] [ 671  ] [ 396  ] [ 404 600  ] [ 741  ] [ 301 610  ] [ 151  ] [ 235 748  ] [ 298 359 595 638  ] [ 632 405 663 312  ] [ 106 659 101 293 450  ]  ] 
[ [ 778 578 165  ] [ 444 127  ] [ 648  ] [ 474  ] [ 735 387  ] [ 162 183  ] [ 433 113  ] [ 477 241 689  ] [ 760 510 292  ] [ 378 743 753 757  ] [ 467  ] [ 190  ] [ 125 495  ] [ 459  ] [ 632 158  ] [ 587  ] [ 680 613  ] [ 361 185 512 575  ] [ 739 330 485 635  ] [ 772 150 622 622 420  ]  ] 
[ [ 785 525 122  ] [ 749 700  ] [ 771  ] [ 520  ] [ 537 566  ] [ 415 537  ] [ 526 161  ] [ 188 239 122  ] [ 192 498 106  ] [ 126 129 437 177  ] [ 601  ] [ 765  ] [ 143 749  ] [ 176  ] [ 352 296  ] [ 670  ] [ 717 324  ] [ 253 262 645 391  ] [ 352 223 320 416  ] [ 596 505 337 143 114  ]  ] 
[ [ 519 717 441  ] [ 328 153  ] [ 738  ] [ 696  ] [ 283 525  ] [ 737 173  ] [ 798 524  ] [ 671 234 475  ] [ 207 573 563  ] [ 454 140 561 690  ] [ 686  ] [ 224  ] [ 105 297  ] [ 297  ] [ 259 160  ] [ 181  ] [ 577 277  ] [ 670 550 643 498  ] [ 173 730 797 283  ] [ 664 607 749 153 332  ]  ] 
[ [ 280 718 418  ] [ 475 770  ] [ 672  ] [ 779  ] [ 663 256  ] [ 716 670  ] [ 490 605  ] [ 766 407 656  ] [ 470 429 333  ] [ 514 687 475 528  ] [ 259  ] [ 468  ] [ 403 558  ] [ 618  ] [ 290 389  ] [ 343  ] [ 376 353  ] [ 754 746 629 377  ] [ 622 208 292 270  ] [ 291 638 340 413 465  ]  ] 
] 
[ [ [ 372 408 603  ] [ 477 782  ] [ 396  ] [ 663  ] [ 376 411  ] [ 399 562  ] [ 239 330  ] [ 594 692 393  ] [ 315 595 666  ] [ 654 496 304 246  ] [ 221  ] [ 214  ] [ 619 644  ] [ 470  ] [ 335 238  ] [ 557  ] [ 488 643  ] [ 314 552 514 577  ] [ 577 431 577 721  ] [ 281 168 550 744 793  ]  ] 
[ [ 666 411 645  ] [ 644 286  ] [ 743  ] [ 440  ] [ 551 360  ] [ 380 206  ] [ 285 717  ] [ 675 634 626  ] [ 677 199 124  ] [ 274 536 279 613  ] [ 109  ] [ 646  ] [ 406 388  ] [ 587  ] [ 277 727  ] [ 520  ] [ 734 471  ] [ 189 180 548 250  ] [ 541 689 576 153  ] [ 556 452 750 506 131  ]  ] 
[ [ 451 277 128  ] [ 419 466  ] [ 170  ] [ 624  ] [ 157 588  ] [ 543 441  ] [ 177 360  ] [ 474 389 672  ] [ 262 510 608  ] [ 439 117 115 230  ] [ 543  ] [ 676  ] [ 227 782  ] [ 717  ] [ 459 241  ] [ 775  ] [ 429 553  ] [ 270 607 288 578  ] [ 756 127 176 455  ] [ 760 316 584 570 561  ]  ] 
[ [ 126 546 197  ] [ 797 624  ] [ 330  ] [ 536  ] [ 520 473  ] [ 602 601  ] [ 138 578  ] [ 670 284 523  ] [ 191 647 713  ] [ 282 533 225 451  ] [ 184  ] [ 626  ] [ 171 713  ] [ 632  ] [ 290 259  ] [ 530  ] [ 422 510  ] [ 420 514 226 580  ] [ 586 504 544 648  ] [ 322 239 351 495 556  ]  ] 
[ [ 751 491 647  ] [ 594 183  ] [ 389  ] [ 491  ] [ 575 282  ] [ 667 693  ] [ 415 736  ] [ 582 104 451  ] [ 667 214 665  ] [ 247 364 710 480  ] [ 750  ] [ 686  ] [ 726 306  ] [ 314  ] [ 467 330  ] [ 486  ] [ 250 575  ] [ 402 778 549 338  ] [ 534 397 138 723  ] [ 113 543 303 780 731  ]  ] 
[ [ 457 552 595  ] [ 140 577  ] [ 139  ] [ 344  ] [ 748 108  ] [ 659 325  ] [ 683 208  ] [ 571 136 556  ] [ 774 177 557  ] [ 292 753 681 667  ] [ 250  ] [ 418  ] [ 581 189  ] [ 781  ] [ 277 460  ] [ 550  ] [ 714 335  ] [ 602 427 445 447  ] [ 411 206 129 483  ] [ 429 722 691 306 700  ]  ] 
[ [ 383 173 765  ] [ 241 233  ] [ 293  ] [ 128  ] [ 714 393  ] [ 300 503  ] [ 361 425  ] [ 632 407 650  ] [ 270 425 267  ] [ 392 470 165 402  ] [ 784  ] [ 317  ] [ 161 121  ] [ 511  ] [ 345 417  ] [ 291  ] [ 566 272  ] [ 549 271 166 650  ] [ 407 762 119 537  ] [ 437 735 550 782 658  ]  ] 
[ [ 232 253 728  ] [ 241 132  ] [ 739  ] [ 509  ] [ 787 164  ] [ 654 454  ] [ 292 372  ] [ 450 237 186  ] [ 456 753 326  ] [ 351 121 147 733  ] [ 265  ] [ 584  ] [ 113 563  ] [ 361  ] [ 483 231  ] [ 178  ] [ 718 333  ] [ 756 527 389 388  ] [ 774 735 636 570  ] [ 620 728 517 198 657  ]  ] 
] 
[ [ [ 395 242 369  ] [ 176 258  ] [ 735  ] [ 651  ] [ 568 285  ] [ 277 445  ] [ 667 574  ] [ 351 383 609  ] [ 486 133 777  ] [ 555 652 267 407  ] [ 634  ] [ 102  ] [ 496 339  ] [ 735  ] [ 212 632  ] [ 435  ] [ 606 107  ] [ 568 509 580 416  ] [ 743 781 387 783  ] [ 100 306 634 323 600  ]  ] 
[ [ 314 571 117  ] [ 595 129  ] [ 323  ] [ 242  ] [ 411 279  ] [ 622 371  ] [ 778 312  ] [ 494 682 558  ] [ 508 374 796  ] [ 197 717 117 743  ] [ 612  ] [ 294  ] [ 361 206  ] [ 570  ] [ 567 526  ] [ 386  ] [ 276 549  ] [ 478 493 443 337  ] [ 776 686 106 214  ] [ 232 349 375 785 570  ]  ] 
[ [ 174 275 753  ] [ 564 199  ] [ 300  ] [ 445  ] [ 170 295  ] [ 757 726  ] [ 665 300  ] [ 106 428 674  ] [ 454 278 412  ] [ 602 250 698 124  ] [ 478  ] [ 315  ] [ 728 480  ] [ 181  ] [ 309 538  ] [ 373  ] [ 627 607  ] [ 711 213 418 123  ] [ 259 596 412 630  ] [ 496 783 597 779 501  ]  ] 
[ [ 636 587 772  ] [ 675 506  ] [ 182  ] [ 338  ] [ 111 291  ] [ 472 735  ] [ 269 430  ] [ 360 507 216  ] [ 333 580 749  ] [ 161 594 764 701  ] [ 643  ] [ 446  ] [ 346 494  ] [ 514  ] [ 647 166  ] [ 275  ] [ 262 735  ] [ 413 563 430 784  ] [ 599 387 271 530  ] [ 215 680 712 212 539  ]  ] 
[ [ 318 709 792  ] [ 682 325  ] [ 306  ] [ 113  ] [ 267 129  ] [ 307 505  ] [ 497 692  ] [ 758 762 519  ] [ 453 722 339  ] [ 795 396 668 261  ] [ 153  ] [ 753  ] [ 334 660  ] [ 394  ] [ 322 382  ] [ 117  ] [ 491 731  ] [ 776 795 756 571  ] [ 241 304 787 438  ] [ 385 663 225 799 477  ]  ] 
[ [ 681 213 393  ] [ 401 286  ] [ 306  ] [ 415  ] [ 581 763  ] [ 203 549  ] [ 195 170  ] [ 218 166 146  ] [ 270 323 514  ] [ 670 606 268 387  ] [ 775  ] [ 583  ] [ 452 465  ] [ 669  ] [ 576 237  ] [ 300  ] [ 151 568  ] [ 164 782 550 400  ] [ 461 403 312 503  ] [ 634 459 655 715 615  ]  ] 
[ [ 560 133 355  ] [ 336 182  ] [ 667  ] [ 640  ] [ 615 132  ] [ 392 314  ] [ 401 542  ] [ 128 146 726  ] [ 278 539 367  ] [ 387 113 386 330  ] [ 398  ] [ 285  ] [ 442 712  ] [ 317  ] [ 602 365  ] [ 440  ] [ 256 179  ] [ 714 719 218 588  ] [ 122 438 196 563  ] [ 171 424 187 348 202  ]  ] 
[ [ 367 120 186  ] [ 398 133  ] [ 127  ] [ 502  ] [ 456 668  ] [ 258 601  ] [ 443 292  ] [ 597 567 211  ] [ 661 174 364  ] [ 395 291 224 359  ] [ 280  ] [ 412  ] [ 457 191  ] [ 469  ] [ 526 729  ] [ 272  ] [ 163 143  ] [ 478 100 200 526  ] [ 424 672 597 273  ] [ 788 494 338 115 230  ]  ] 
[ [ 514 786 445  ] [ 652 119  ] [ 278  ] [ 743  ] [ 663 620  ] [ 208 101  ] [ 790 445  ] [ 161 211 400  ] [ 737 122 107  ] [ 325 272 624 724  ] [ 513  ] [ 788  ] [ 789 362  ] [ 342  ] [ 213 392  ] [ 258  ] [ 495 462  ] [ 101 633 135 431  ] [ 419 586 290 407  ] [ 475 698 221 305 369  ]  ] 
[ [ 356 552 689  ] [ 363 603  ] [ 424  ] [ 205  ] [ 603 629  ] [ 622 169  ] [ 619 263  ] [ 520 269 288  ] [ 473 213 132  ] [ 138 745 231 293  ] [ 415  ] [ 477  ] [ 770 307  ] [ 409  ] [ 182 500  ] [ 746  ] [ 154 233  ] [ 428 797 136 742  ] [ 128 779 788 201  ] [ 397 741 368 271 547  ]  ] 
[ [ 363 387 148  ] [ 172 164  ] [ 677  ] [ 156  ] [ 252 700  ] [ 302 311  ] [ 795 449  ] [ 357 702 595  ] [ 641 327 289  ] [ 517 320 407 757  ] [ 185  ] [ 116  ] [ 668 465  ] [ 460  ] [ 681 760  ] [ 435  ] [ 515 171  ] [ 493 102 379 209  ] [ 428 499 437 597  ] [ 551 769 224 473 668  ]  ] 
[ [ 650 747 577  ] [ 430 341  ] [ 430  ] [ 624  ] [ 176 432  ] [ 410 310  ] [ 315 449  ] [ 731 144 410  ] [ 443 404 140  ] [ 425 768 215 500  ] [ 629  ] [ 765  ] [ 618 588  ] [ 339  ] [ 639 278  ] [ 394  ] [ 770 169  ] [ 228 296 247 269  ] [ 444 629 464 130  ] [ 564 725 224 461 396  ]  ] 
