[ 7.0 5.0 9.0 5.0 8.0 6.0 9.0 0.0 7.0 7.0 ] 
[ 9.0 7.0 7.0 8.0 8.0 7.0 7.0 7.0 0.0 9.0 ] 
[ 9.0 8.0 7.0 5.0 5.0 6.0 8.0 6.0 6.0 0.0 ] 
 ] ; 

OPTAD= [ 
[ [ 0 0 0 0 0 1 0 0 ] 
[ 1 0 0 0 0 0 0 0 ] 
[ 0 1 0 0 1 0 1 0 ] 
[ 1 0 0 0 0 0 0 0 ] 
[ 1 0 0 0 0 0 0 0 ] 
[ 1 0 1 0 0 0 0 1 ] 
] [ [ 1 0 0 0 0 0 0 0 ] 
[ 0 0 1 0 1 0 1 0 ] 
] [ [ 0 1 0 0 0 1 0 0 ] 
[ 0 0 0 0 1 1 0 0 ] 
[ 0 0 0 0 0 0 0 1 ] 
] [ [ 0 1 0 0 1 0 0 0 ] 
[ 0 0 1 0 0 0 1 0 ] 
[ 1 0 0 0 0 1 0 0 ] 
[ 0 0 0 1 0 1 0 0 ] 
[ 1 1 0 0 0 0 0 0 ] 
] [ [ 1 0 0 0 0 0 0 1 ] 
[ 0 0 0 0 0 0 1 0 ] 
[ 0 0 0 0 0 0 1 0 ] 
[ 1 0 0 0 1 0 0 0 ] 
[ 1 0 0 0 0 0 0 0 ] 
[ 0 0 0 0 0 1 1 0 ] 
] [ [ 1 0 0 0 0 0 0 0 ] 
[ 0 0 1 0 0 0 0 0 ] 
] [ [ 0 0 0 1 1 0 1 0 ] 
[ 1 0 0 1 0 1 0 0 ] 
[ 0 0 0 0 0 1 0 0 ] 
] [ [ 1 0 0 0 0 0 0 0 ] 
[ 0 0 0 1 0 0 0 0 ] 
[ 0 0 0 0 0 0 1 1 ] 
[ 0 1 0 0 1 1 0 0 ] 
[ 1 0 0 0 0 0 0 0 ] 
] [ [ 1 0 0 0 0 1 0 0 ] 
[ 0 0 0 0 0 1 0 0 ] 
[ 0 0 0 0 1 0 0 0 ] 
[ 0 0 1 0 0 0 0 1 ] 
[ 0 0 0 1 0 0 1 1 ] 
[ 0 1 0 0 0 0 1 1 ] 
] [ [ 0 0 0 0 1 0 1 0 ] 
[ 0 0 0 0 0 1 0 1 ] 
[ 0 0 0 0 1 1 0 0 ] 
[ 1 0 0 0 1 0 0 0 ] 
[ 0 0 1 0 0 1 0 1 ] 
[ 0 0 1 0 0 1 0 1 ] 
[ 0 0 1 0 0 0 0 1 ] 
[ 0 0 1 0 0 1 0 0 ] 
[ 0 0 0 0 0 1 0 0 ] 
[ 0 0 0 1 0 0 0 0 ] 
[ 0 1 0 1 0 0 0 0 ] 
[ 0 1 0 0 0 0 0 0 ] 
] ] ; 
OPT= [ 
[ [ 0 1 0 0 1 0 0 0 0 0 ] 
[ 0 0 0 0 1 0 0 1 0 0 ] 
[ 0 1 0 1 0 0 0 0 0 1 ] 
[ 0 0 0 1 0 0 0 0 0 1 ] 
[ 0 0 0 0 0 0 0 0 1 0 ] 
[ 0 0 0 0 0 1 0 0 0 0 ] 
] [ [ 0 0 1 0 0 0 1 0 0 0 ] 
[ 0 0 0 0 0 0 1 0 0 1 ] 
] [ [ 1 0 0 0 0 1 0 0 0 0 ] 
[ 0 0 0 1 0 1 0 0 0 0 ] 
[ 0 0 0 0 0 0 1 0 0 0 ] 
] [ [ 1 0 0 0 0 0 0 0 0 1 ] 
[ 0 0 1 0 0 0 0 1 0 0 ] 
[ 0 0 0 1 0 0 0 0 0 0 ] 
[ 0 0 0 1 0 0 0 0 0 0 ] 
[ 0 0 1 0 0 0 1 0 0 0 ] 
] [ [ 1 0 0 0 0 0 0 1 0 0 ] 
[ 0 0 0 0 0 0 0 0 1 0 ] 
[ 0 1 1 0 0 0 0 0 0 0 ] 
[ 0 0 0 1 1 0 0 0 0 0 ] 
[ 0 1 0 0 0 0 0 0 0 0 ] 
[ 0 1 0 0 0 1 1 0 0 0 ] 
] [ [ 0 1 0 0 0 0 0 1 0 0 ] 
[ 0 0 1 0 0 1 0 0 1 0 ] 
] [ [ 0 1 0 0 0 0 0 0 0 0 ] 
[ 0 0 0 0 0 1 0 1 0 0 ] 
[ 0 0 1 0 1 0 1 0 0 0 ] 
] [ [ 0 0 0 0 1 0 0 0 0 0 ] 
[ 0 0 0 1 0 0 0 0 1 0 ] 
[ 0 0 1 0 0 0 0 0 0 1 ] 
[ 0 0 0 1 0 1 0 0 0 0 ] 
[ 0 0 0 0 0 0 1 0 0 0 ] 
] [ [ 1 0 0 0 1 1 0 0 0 0 ] 
[ 0 0 1 0 0 0 1 0 0 0 ] 
[ 0 0 0 1 0 0 0 0 1 0 ] 
[ 0 1 0 0 0 0 0 1 0 0 ] 
[ 0 0 0 0 0 1 0 0 1 0 ] 
[ 0 0 0 0 0 0 0 0 1 0 ] 
] [ [ 0 0 1 0 0 0 0 0 0 0 ] 
[ 0 1 0 0 0 0 1 1 0 0 ] 
[ 0 0 0 1 0 0 0 0 0 0 ] 
[ 1 0 0 0 0 1 0 1 0 0 ] 
[ 1 0 0 0 1 0 0 0 0 0 ] 
[ 1 0 0 0 0 0 0 0 0 0 ] 
[ 1 0 0 0 0 0 0 0 0 1 ] 
